Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%),Years_Active,Burn_Rate_Yearly,Estimated_Customers,CAC,LTV,LTV_CAC_Ratio,Runway_Years
Startup_920,AI,7,1223184803.27,3361988631.457173,32,Australia,2017,70.99,8,152898100.40875,700000,1747.4068618142858,4802.840902081675,2.7485533032043916,0.03270151811326141
Startup_921,Blockchain,1,4416267157.27,7068011181.764632,33,USA,2001,125.79,24,184011131.55291668,100000,44162.671572700005,70680.11181764632,1.600449187076322,0.02717226918721563
Startup_922,SaaS,1,3669575603.33,18057953791.10798,26,France,2003,136.79,22,166798891.06045455,100000,36695.7560333,180579.5379110798,4.920992437033066,0.029976218476103666
Startup_923,HealthTech,3,4078647305.38,6770675008.873297,22,Brazil,2008,28.12,17,239920429.7282353,300000,13595.491017933333,22568.916696244323,1.6600295396815357,0.020840242765752137
Startup_924,HealthTech,3,171820767.54,312922644.2111893,17,Australia,2003,52.2,22,7810034.888181818,300000,572.7358918,1043.0754807039643,1.821215495026471,0.6402020056998752
Startup_925,Blockchain,10,1388849829.39,4779846928.421488,31,Germany,2010,15.42,15,92589988.626,1000000,1388.8498293900002,4779.846928421488,3.441586575649331,0.05400151867602628
Startup_926,AI,8,2731808996.8,8920548333.14751,25,China,2008,58.22,17,160694646.87058824,800000,3414.761246,11150.685416434388,3.2654363257449206,0.03111491326793627
Startup_927,Fintech,5,3920232039.54,15484135182.35764,50,Australia,2021,145.85,4,980058009.885,500000,7840.46407908,30968.270364715278,3.949800681740907,0.005101738825221886
Startup_928,AI,2,2236298274.98,5233424793.287084,37,Australia,2001,182.16,24,93179094.79083334,200000,11181.4913749,26167.123966435418,2.34021769449958,0.05366010488966334
Startup_929,Blockchain,5,4556111413.16,11006387714.30314,42,India,2013,7.68,12,379675951.09666663,500000,9112.22282632,22012.77542860628,2.415741564728198,0.013169124843324578
Startup_930,E-commerce,10,4630530676.15,20145239330.98277,11,Brazil,2010,60.79,15,308702045.07666665,1000000,4630.53067615,20145.239330982768,4.3505249700089,0.016196847671541153
Startup_931,AI,9,4685425192.54,15914253007.196142,46,Brazil,2015,159.96,10,468542519.254,900000,5206.027991711111,17682.503341329048,3.3965440388493153,0.01067139009702013
Startup_932,AI,1,4377470007.44,7136625120.849482,32,Germany,2012,187.56,13,336728462.1107692,100000,43774.700074399996,71366.25120849481,1.6303081708658171,0.014848759646445374
Startup_933,SaaS,2,1564835977.19,4998563618.281944,47,UK,2003,90.77,22,71128908.05409092,200000,7824.17988595,24992.81809140972,3.1943051483631795,0.07029490732794161
Startup_934,Blockchain,2,3689264435.57,9477815353.053932,19,Germany,2008,156.34,17,217015555.03352943,200000,18446.32217785,47389.07676526966,2.569025755289777,0.02303982310958073
Startup_935,EdTech,5,1571446962.45,4443374468.170698,48,Canada,2021,125.49,4,392861740.6125,500000,3142.8939249,8886.748936341397,2.82756884218552,0.012727123776941568
Startup_936,Fintech,8,3566456111.71,8153414283.46098,37,India,2008,99.87,17,209791535.98294118,800000,4458.0701396375,10191.767854326226,2.286138964864952,0.023833182671423724
Startup_937,Fintech,6,213294016.99,723873700.4453473,37,Australia,2021,184.21,4,53323504.2475,600000,355.49002831666667,1206.4561674089123,3.393783429374323,0.09376728087472642
Startup_938,AI,9,4014044143.59,16914285764.443493,29,Germany,2015,32.07,10,401404414.359,900000,4460.049048433333,18793.65084938166,4.213776719783663,0.012456265604314457
Startup_939,SaaS,3,626638488.26,1339976644.1079211,22,UK,2008,52.84,17,36861087.54470588,300000,2088.7949608666668,4466.588813693071,2.1383567546715203,0.13564439719625465
Startup_940,HealthTech,5,3750039567.67,18589682684.31101,29,Germany,2001,99.99,24,156251648.65291667,500000,7500.07913534,37179.36536862202,4.957196410559817,0.03199966235944524
Startup_941,Biotech,2,339030991.72,1546156806.249993,33,Singapore,2006,186.48,19,17843736.406315792,200000,1695.1549586,7730.784031249966,4.56051760461751,0.2802103710874282
Startup_942,Blockchain,1,2274615487.06,9366419355.0706,41,UK,2021,153.71,4,568653871.765,100000,22746.1548706,93664.19355070601,4.117803386266812,0.008792694903282543
Startup_943,Fintech,4,4718894347.94,18724658409.35577,40,China,2018,193.29,7,674127763.9914285,400000,11797.23586985,46811.646023389425,3.9680181476260192,0.0074169916551064564
Startup_944,EdTech,9,4424678388.99,16091679086.961126,31,Brazil,2012,193.64,13,340359876.0761538,900000,4916.3093211,17879.643429956806,3.6368019711901134,0.014690333236815714
Startup_945,Fintech,9,49931150.23,140892416.0485879,44,China,2015,157.58,10,4993115.023,900000,55.47905581111111,156.54712894287542,2.821733835483242,1.0013788941308752
Startup_946,HealthTech,10,3121077218.23,9924831869.808395,33,Canada,2001,138.42,24,130044884.09291667,1000000,3121.07721823,9924.831869808395,3.179937943168508,0.038448263727372124
Startup_947,EdTech,6,544012434.84,2419780139.7464404,6,Brazil,2015,39.89,10,54401243.484000005,600000,906.6873914,4032.966899577401,4.4480235832442405,0.09190966381991901
Startup_948,Biotech,6,587255272.48,2027899619.1368432,32,UK,2017,16.01,8,73406909.06,600000,978.7587874666667,3379.8326985614053,3.453182481568791,0.06811347956243725
Startup_949,EdTech,4,1502364818.97,3931654565.7859616,34,Germany,2003,69.66,22,68289309.95318182,400000,3755.912047425,9829.136414464903,2.616977258880069,0.07321790194435893
Startup_950,EdTech,2,2842535153.34,4692585152.678079,41,UK,2008,25.79,17,167207950.1964706,200000,14212.6757667,23462.925763390394,1.6508450729850275,0.029902884367190453
Startup_951,Fintech,8,426434010.31,1995921898.430489,26,Australia,2006,165.68,19,22443895.279473685,800000,533.0425128875,2494.9023730381114,4.680494168322868,0.22277772809663773
Startup_952,EdTech,9,1144695289.33,5198059449.150777,22,UK,2020,198.12,5,228939057.866,900000,1271.883654811111,5775.62161016753,4.540998375378347,0.021839873224806152
Startup_953,SaaS,3,3249939276.72,10758581581.2679,4,China,2007,15.62,18,180552182.04,300000,10833.1309224,35861.938604226336,3.310394645935045,0.027692825107437844
Startup_954,Biotech,1,3738175348.1,6484735741.051487,24,Germany,2011,159.48,14,267012524.8642857,100000,37381.753481,64847.35741051487,1.7347328943109852,0.018725713344500777
Startup_955,SaaS,3,1499603313.48,3881589718.494759,35,UK,2020,190.4,5,299920662.696,300000,4998.6777116,12938.632394982531,2.588411004165554,0.016671075460606085
Startup_956,SaaS,1,3273266482.95,15696039481.455557,5,India,2000,72.07,25,130930659.31799999,100000,32732.664829499998,156960.39481455556,4.795222009333518,0.038188152614859805
Startup_957,SaaS,9,4062390180.82,14953274621.602324,9,Canada,2003,102.05,22,184654099.12818182,900000,4513.766867577778,16614.749579558138,3.6809055644635253,0.027077655051292077
Startup_958,Biotech,10,3818835304.18,10653899123.229685,25,Brazil,2022,8.04,3,1272945101.3933332,1000000,3818.8353041799996,10653.899123229685,2.789829430865531,0.0039278991643293395
Startup_959,Blockchain,5,4336795362.81,9005589086.659063,16,Singapore,2005,151.1,20,216839768.1405,500000,8673.59072562,18011.178173318127,2.076553845239298,0.023058500951542618
Startup_960,SaaS,9,4422194099.16,15172780139.981754,30,India,2015,28.19,10,442219409.916,900000,4913.5489990666665,16858.64459997973,3.431052504652349,0.011306604567514924
Startup_961,AI,10,3718199851.53,8040288169.364024,16,USA,2020,97.75,5,743639970.306,1000000,3718.19985153,8040.288169364024,2.16241420322136,0.006723683771250963
Startup_962,HealthTech,1,530836845.26,2057214753.70656,31,Brazil,2020,146.66,5,106167369.052,100000,5308.3684526,20572.1475370656,3.875418166760733,0.04709544980389442
Startup_963,E-commerce,6,4179193499.85,8169693570.809865,22,Brazil,2010,57.19,15,278612899.99,600000,6965.32249975,13616.155951349774,1.9548493198754955,0.017946046289240233
Startup_964,Blockchain,1,2943783745.27,9021166006.603289,38,Singapore,2000,151.02,25,117751349.8108,100000,29437.8374527,90211.66006603288,3.0644798623874046,0.04246235824925895
Startup_965,E-commerce,8,2132931946.4,6134455271.327615,30,India,2006,177.36,19,112259576.12631579,800000,2666.164933,7668.069089159519,2.876067040808056,0.044539630136977724
Startup_966,HealthTech,10,421178756.22,1266495898.261042,5,Australia,2011,148.6,14,30084196.872857146,1000000,421.17875622,1266.4958982610422,3.0070270153879655,0.1662002153865423
Startup_967,HealthTech,3,3144490139.66,9779923107.18972,41,Germany,2017,100.35,8,393061267.4575,300000,10481.633798866666,32599.7436906324,3.110177699029828,0.01272066319925717
Startup_968,Blockchain,6,4150181010.06,16321915338.4196,42,France,2000,120.92,25,166007240.4024,600000,6916.9683501,27203.192230699333,3.932820110461551,0.03011916822350668
Startup_969,HealthTech,6,1269002545.41,4466234072.061106,29,UK,2023,17.72,2,634501272.705,600000,2115.0042423500004,7443.723453435176,3.519483935013004,0.007880204839753978
Startup_970,SaaS,6,2893874892.6,11901181635.78104,39,China,2012,175.17,13,222605760.96923077,600000,4823.124820999999,19835.302726301732,4.112541860815701,0.022461233609722773
Startup_971,Fintech,3,74219560.34,340925365.2665344,20,Singapore,2008,147.24,17,4365856.490588236,300000,247.3985344666667,1136.4178842217814,4.593470558229588,1.1452506537443063
Startup_972,Blockchain,2,4601955538.94,15460419097.944828,16,France,2007,67.79,18,255664196.60777774,200000,23009.7776947,77302.09548972415,3.359532478557134,0.01955690341604872
Startup_973,SaaS,2,173957990.51,587549110.8676021,40,Germany,2003,114.9,22,7907181.386818182,200000,869.78995255,2937.7455543380106,3.37753447912947,0.6323365755002592
Startup_974,E-commerce,8,936846910.38,3257019254.9687176,27,UK,2006,135.48,19,49307732.125263155,800000,1171.058637975,4071.274068710897,3.476575755208094,0.10140397427522763
Startup_975,SaaS,8,3255740970.58,11201974981.616806,37,Australia,2003,116.65,22,147988225.93545455,800000,4069.676213225,14002.468727021007,3.44068372847893,0.033786471649310555
Startup_976,Blockchain,4,4017026654.58,8792705520.787064,29,Australia,2001,16.38,24,167376110.6075,400000,10042.56663645,21981.76380196766,2.188859143058483,0.02987284136220067
Startup_977,AI,3,2748747803.67,9272452687.857643,50,Brazil,2004,136.17,21,130892752.5557143,300000,9162.4926789,30908.175626192144,3.373337006573501,0.03819921196837661
Startup_978,AI,10,4672842742.11,22886560985.46612,40,Brazil,2022,181.58,3,1557614247.37,1000000,4672.84274211,22886.560985466123,4.897781125656244,0.0032100374071708697
Startup_979,Fintech,8,1475432806.43,3678840647.295797,32,France,2002,28.96,23,64149252.45347826,800000,1844.2910080375,4598.550809119746,2.4933976195074763,0.07794323096167106
Startup_980,EdTech,1,4413410620.87,19553476423.77924,24,China,2019,6.38,6,735568436.8116666,100000,44134.106208699995,195534.7642377924,4.4304684298613335,0.00679746404246569
Startup_981,Fintech,10,347679653.09,1011220427.3266388,49,India,2020,39.22,5,69535930.618,1000000,347.67965309,1011.2204273266389,2.9084831923278394,0.07190527193010206
Startup_982,E-commerce,1,3322242859.57,14423979243.449144,24,Brazil,2004,91.26,21,158202040.93190476,100000,33222.4285957,144239.79243449145,4.341639023137534,0.03160515484216895
Startup_983,HealthTech,1,4271477687.47,9646501858.704582,14,Brazil,2009,150.39,16,266967355.466875,100000,42714.7768747,96465.01858704582,2.258352393365354,0.018728881631448736
Startup_984,SaaS,8,4383340453.57,11564344492.602425,20,India,2009,70.63,16,273958778.348125,800000,5479.1755669625,14455.43061575303,2.6382492108692754,0.018250920923754445
Startup_985,E-commerce,6,4445990666.93,11588289198.177402,7,USA,2023,183.55,2,2222995333.465,600000,7409.984444883334,19313.81533029567,2.6064582825989664,0.0022492174970994926
Startup_986,AI,9,1556488145.65,5888882903.152295,15,China,2006,179.26,19,81920428.71842106,900000,1729.4312729444446,6543.203225724772,3.7834421801478335,0.061034836831556694
Startup_987,AI,4,1924117356.29,7833139419.035255,4,Brazil,2002,139.55,23,83657276.36043479,400000,4810.293390725,19582.84854758814,4.071029967807565,0.059767664183300144
Startup_988,EdTech,6,3107279413.97,10469800233.76344,45,UK,2023,179.66,2,1553639706.985,600000,5178.799023283333,17449.6670562724,3.369442795099895,0.0032182493647146945
Startup_989,HealthTech,3,1686877993.58,4939505746.722534,30,USA,2011,60.87,14,120491285.25571428,300000,5622.926645266666,16465.019155741782,2.928193838274931,0.04149677704398855
Startup_990,Fintech,6,565019143.26,1808654821.705557,27,USA,2001,164.52,24,23542464.3025,600000,941.6985721,3014.4247028425953,3.201050518872923,0.21238218462410688
Startup_991,Blockchain,10,1412575442.29,3438388143.031976,23,UK,2002,80.77,23,61416323.57782608,1000000,1412.57544229,3438.388143031976,2.434127084538455,0.08141158097267179
Startup_992,HealthTech,8,4344544804.17,10646674331.162228,35,Australia,2002,100.71,23,188893252.3552174,800000,5430.6810052125,13308.342913952785,2.4505845401670827,0.026469976760193657
Startup_993,EdTech,5,681453378.02,2204334100.227838,46,UK,2009,5.85,16,42590836.12625,500000,1362.90675604,4408.668200455676,3.2347540878477283,0.11739614562106122
Startup_994,EdTech,5,1010582990.12,3220041394.821751,11,USA,2005,198.49,20,50529149.506,500000,2021.16598024,6440.082789643502,3.186320595441046,0.09895278366809407
Startup_995,E-commerce,7,1757433329.04,5275395212.38265,23,Canada,2016,108.86,9,195270369.89333332,700000,2510.619041485714,7536.278874832357,3.0017612191663288,0.025605523268744032
Startup_996,HealthTech,6,955461052.06,3116854205.6629987,30,UK,2013,76.05,12,79621754.33833332,600000,1592.4350867666665,5194.757009438331,3.262146791795413,0.06279690822628341
Startup_997,HealthTech,9,974642134.91,2835485378.876735,41,Australia,2016,79.13,9,108293570.54555555,900000,1082.9357054555555,3150.5393098630393,2.909257949471442,0.04617079273322754
Startup_998,EdTech,6,864088859.87,1358782783.2893672,15,France,2014,69.68,11,78553532.71545455,600000,1440.1480997833332,2264.637972148945,1.5725035310532678,0.06365086110272804
Startup_999,SaaS,4,525618457.67,2262824168.510844,6,USA,2006,172.7,19,27664129.35105263,400000,1314.046144175,5657.06042127711,4.305069838189581,0.18073946721947887
Startup_1000,AI,5,181853746.2,296464087.0826906,48,Singapore,2008,57.55,17,10697279.188235294,500000,363.7074924,592.9281741653812,1.6302335985789584,0.46740857296675253
Startup_1001,AI,4,1859208080.05,7716744154.907323,33,Canada,2016,123.74,9,206578675.5611111,400000,4648.020200125,19291.86038726831,4.15055433424095,0.02420385350239539
Startup_1002,EdTech,9,677893475.27,2441584546.270431,37,Brazil,2003,5.06,22,30813339.785,900000,753.2149725222222,2712.871718078257,3.6017230366437234,0.16226738272733457
Startup_1003,E-commerce,7,740418708.57,2360448212.636167,35,Brazil,2011,60.75,14,52887050.61214286,700000,1057.7410122428573,3372.0688751945245,3.1879910452222284,0.09454110112262529
Startup_1004,Blockchain,4,4159402619.85,20213607286.27476,25,India,2023,197.54,2,2079701309.925,400000,10398.506549624999,50534.018215686905,4.859738076282628,0.002404191398129337
Startup_1005,HealthTech,7,68265389.64,236808606.41245425,40,Australia,2003,21.23,22,3102972.2563636363,700000,97.5219852,338.2980091606489,3.468940962049334,1.611358267785315
Startup_1006,AI,1,257087721.02,636471745.8856208,46,USA,2002,178.06,23,11177727.000869567,100000,2570.8772102000003,6364.717458856208,2.4756987356704867,0.44731813539649223
Startup_1007,SaaS,4,77799868.42,151326180.20155245,30,China,2000,90.69,25,3111994.7368,400000,194.49967105000002,378.31545050388115,1.945069873185686,1.6066865219513182
Startup_1008,Biotech,7,2746646959.74,8510584470.180333,19,Canada,2001,131.07,24,114443623.32249999,700000,3923.7813710571427,12157.977814543334,3.09853599495217,0.043689633855003816
Startup_1009,Blockchain,1,4166818283.25,20806689191.661198,39,France,2015,34.23,10,416681828.325,100000,41668.1828325,208066.891916612,4.993423705396764,0.011999563360128444
Startup_1010,Biotech,8,3128706747.49,9209341903.183912,2,Singapore,2015,57.72,10,312870674.74899995,800000,3910.8834343625,11511.67737897989,2.9434979518525,0.015981043937758763
Startup_1011,SaaS,5,2323893184.45,11326386517.580706,22,France,2022,135.53,3,774631061.4833332,500000,4647.7863689,22652.773035161412,4.873884304738965,0.006454685654388233
Startup_1012,HealthTech,1,1056151568.31,3035225563.991209,34,UK,2010,10.68,15,70410104.55399999,100000,10561.515683099999,30352.25563991209,2.873854146567261,0.07101253480124183
Startup_1013,AI,5,2031988628.85,7825980800.799216,17,China,2013,67.54,12,169332385.73749998,500000,4063.9772577,15651.961601598432,3.85139005685692,0.029527724293396704
Startup_1014,E-commerce,6,2668798208.56,9956845257.132496,7,Australia,2000,116.23,25,106751928.3424,600000,4447.997014266666,16594.742095220827,3.730834809914272,0.04683756141587268
Startup_1015,Fintech,5,1877421840.66,5348671893.607961,40,UK,2015,90.73,10,187742184.066,500000,3754.84368132,10697.343787215921,2.848945174584555,0.02663226714270177
Startup_1016,AI,10,2728227780.72,4540397251.334961,4,Brazil,2011,170.87,14,194873412.90857142,1000000,2728.22778072,4540.397251334961,1.6642295351661274,0.025657681698969603
Startup_1017,EdTech,6,2712311357.45,4180334991.974396,31,Canada,2017,135.0,8,339038919.68125,600000,4520.518929083333,6967.224986623994,1.541244511066963,0.01474756940796292
Startup_1018,E-commerce,4,3769156460.3,12531052628.914951,46,USA,2018,87.46,7,538450922.9,400000,9422.89115075,31327.631572287377,3.3246305269899996,0.009285897353598908
Startup_1019,HealthTech,8,1718261940.94,4167043322.125773,39,China,2003,197.49,22,78102815.49727273,800000,2147.8274261750003,5208.804152657216,2.42515021885786,0.06401817870668945
Startup_1020,AI,7,2646626156.88,5589535560.495734,45,Canada,2005,54.7,20,132331307.84400001,700000,3780.8945098285717,7985.050800708192,2.1119475245740826,0.03778395363472336
Startup_1021,Fintech,1,1388713907.98,5049178736.530183,13,France,2014,109.22,11,126246718.90727273,100000,13887.1390798,50491.787365301825,3.635866759536263,0.039604989684305876
Startup_1022,Fintech,7,3312680032.17,15136996347.827003,23,Canada,2006,40.54,19,174351580.64052632,700000,4732.4000459571425,21624.28049689572,4.5694109303733095,0.02867768666983796
Startup_1023,Biotech,6,880605375.88,3739016719.1673074,29,China,2013,61.39,12,73383781.32333334,600000,1467.6756264666667,6231.694531945513,4.245961723128094,0.06813494630332144
Startup_1024,HealthTech,2,3904882832.91,9884011806.610558,6,France,2014,82.33,11,354989348.4463636,200000,19524.41416455,49420.059033052785,2.531192926791298,0.014084929651784931
Startup_1025,HealthTech,8,1295886301.43,3922560410.07785,23,France,2021,67.56,4,323971575.3575,800000,1619.8578767875001,4903.200512597312,3.026932537020675,0.015433452748076866
Startup_1026,Biotech,5,3425283951.11,9967548960.32924,30,Canada,2020,9.75,5,685056790.222,500000,6850.56790222,19935.09792065848,2.9099920189387944,0.0072986649740085
Startup_1027,EdTech,9,154767899.6,593510961.0737264,36,Brazil,2005,134.48,20,7738394.9799999995,900000,171.9643328888889,659.4566234152516,3.834845356224802,0.6461288177874839
Startup_1028,SaaS,5,4679429831.07,20491969215.47456,9,Brazil,2011,172.33,14,334244987.9335714,500000,9358.85966214,40983.93843094912,4.3791594179731215,0.014959087437367083
Startup_1029,E-commerce,4,4818579919.74,22372951233.904022,13,China,2016,102.45,9,535397768.85999995,400000,12046.449799349999,55932.37808476006,4.643059076855826,0.00933885102032885
Startup_1030,E-commerce,6,753218134.38,3184983760.845649,17,Germany,2022,186.63,3,251072711.46,600000,1255.3635573,5308.306268076081,4.228501167815509,0.019914549737105068
Startup_1031,E-commerce,1,1536646444.71,7476035115.749272,47,France,2023,120.24,2,768323222.355,100000,15366.464447100001,74760.35115749273,4.865162797523128,0.006507677829487463
Startup_1032,E-commerce,8,3382180884.85,9499302410.21077,40,France,2017,22.02,8,422772610.60625,800000,4227.7261060625,11874.128012763462,2.808632280065667,0.011826688566295887
Startup_1033,Fintech,5,3999060285.24,10422706240.820885,13,Singapore,2022,96.2,3,1333020095.08,500000,7998.1205704799995,20845.412481641768,2.6062888522310375,0.0037508811896042197
Startup_1034,EdTech,1,3648483360.96,8799641034.250933,11,Australia,2018,104.57,7,521211908.70857143,100000,36484.8336096,87996.41034250932,2.4118627286093868,0.009593027166989928
Startup_1035,Fintech,2,2518837748.06,7845965902.972749,27,USA,2005,80.04,20,125941887.403,200000,12594.1887403,39229.82951486374,3.114915166336412,0.03970085015480638
Startup_1036,HealthTech,7,25691991.86,63783388.37681875,3,USA,2009,40.08,16,1605749.49125,700000,36.70284551428571,91.1191262525982,2.482617491255065,3.1138107327736013
Startup_1037,Biotech,10,2516098398.1,10821296868.43216,18,USA,2003,176.75,22,114368109.00454545,1000000,2516.0983981,10821.296868432159,4.300824195350915,0.04371848099544323
Startup_1038,Blockchain,5,4662467572.77,21120896747.396637,31,China,2020,131.7,5,932493514.5540001,500000,9324.935145540001,42241.79349479327,4.529982550602187,0.005361967586864598
Startup_1039,E-commerce,9,3803255752.67,17566626505.458378,29,Australia,2008,105.87,17,223720926.62764707,900000,4225.839725188889,19518.473894953753,4.618839133583398,0.022349272709395743
Startup_1040,E-commerce,7,1324441598.58,4583200989.365096,22,India,2016,124.01,9,147160177.62,700000,1892.059426542857,6547.429984807281,3.46047798127073,0.03397658307338485
Startup_1041,Fintech,1,65582199.84,273222103.7515163,6,USA,2007,101.43,18,3643455.546666667,100000,655.8219984,2732.2210375151626,4.166101540022941,1.3723235911508271
Startup_1042,SaaS,5,2970298521.05,10918067636.042826,18,Singapore,2018,99.84,7,424328360.15000004,500000,5940.5970421,21836.135272085652,3.6757475919232827,0.011783327417079784
Startup_1043,EdTech,5,1823137845.7,4353247651.364022,36,Brazil,2016,166.04,9,202570871.74444446,500000,3646.2756914,8706.495302728044,2.3877775680162996,0.02468271946969654
Startup_1044,SaaS,2,1231738117.7,3994593278.8730063,25,France,2001,42.83,24,51322421.57083333,200000,6158.690588500001,19972.96639436503,3.243054040035742,0.09742330636326625
Startup_1045,HealthTech,4,1503187322.93,6536681229.983298,19,Singapore,2009,84.48,16,93949207.683125,400000,3757.9683073250003,16341.703074958246,4.348547336896146,0.05322024659179847
Startup_1046,E-commerce,9,4754970176.2,19972589103.986797,47,China,2019,5.6,6,792495029.3666667,900000,5283.300195777778,22191.76567109644,4.200360541472032,0.006309187836794155
Startup_1047,Biotech,1,1901526201.44,5740203440.437517,24,Brazil,2021,54.87,4,475381550.36,100000,19015.2620144,57402.03440437517,3.0187348647052765,0.010517867166307922
Startup_1048,SaaS,10,4911046423.49,13700755337.84615,49,Australia,2020,99.18,5,982209284.698,1000000,4911.04642349,13700.755337846149,2.7897833081589574,0.005090564788885447
Startup_1049,AI,10,3298263254.64,12020284198.723145,38,UK,2017,126.35,8,412282906.83,1000000,3298.26325464,12020.284198723144,3.644428376604868,0.012127594710254848
Startup_1050,Blockchain,1,2955582227.29,5432530692.991552,47,Canada,2022,66.12,3,985194075.7633333,100000,29555.8222729,54325.306929915525,1.8380577074902391,0.005075142170466235
Startup_1051,E-commerce,6,1976978482.36,8717352056.990498,13,Brazil,2010,126.61,15,131798565.49066666,600000,3294.9641372666665,14528.920094984163,4.40943193604426,0.03793667997360772
Startup_1052,Blockchain,8,4250795899.43,7400427740.346785,34,Germany,2020,112.79,5,850159179.8859999,800000,5313.494874287499,9250.53467543348,1.7409510866751159,0.0058812515565267
Startup_1053,Fintech,3,3154311522.22,12449593916.329151,4,Singapore,2003,176.52,22,143377796.46454546,300000,10514.371740733333,41498.64638776384,3.946849836685485,0.03487290308047385
Startup_1054,E-commerce,6,3189469804.09,10336588066.296556,19,Australia,2022,150.32,3,1063156601.3633333,600000,5315.783006816667,17227.646777160928,3.2408483858481705,0.0047029760183855095
Startup_1055,Biotech,6,1057447583.41,3301868495.622857,13,India,2012,198.61,13,81342121.80076922,600000,1762.4126390166666,5503.114159371428,3.122489045721935,0.06146876783281447
Startup_1056,HealthTech,2,4512812970.73,7745521579.627976,7,USA,2003,87.08,22,205127862.30590907,200000,22564.064853649998,38727.60789813988,1.7163400366612245,0.02437504073699873
Startup_1057,HealthTech,9,350195247.04,1225960648.9102435,43,Brazil,2016,153.0,9,38910583.00444445,900000,389.1058300444445,1362.1784987891594,3.5007917990680544,0.12849974515747783
Startup_1058,SaaS,8,4223282976.52,10821356693.62028,17,Singapore,2015,22.09,10,422328297.652,800000,5279.10372065,13526.69586702535,2.5623091689056356,0.01183913090313455
Startup_1059,SaaS,7,2027313896.26,7989843649.66274,21,China,2010,58.75,15,135154259.75066668,700000,2896.162708942857,11414.062356661057,3.9410984477551545,0.03699476442121785
Startup_1060,Fintech,10,2416595289.36,6434470434.658726,19,India,2008,172.26,17,142152664.08,1000000,2416.59528936,6434.470434658726,2.66261813179434,0.035173452656406944
Startup_1061,E-commerce,4,3898934844.1,13870708761.341766,38,Singapore,2006,67.27,19,205207097.05789474,400000,9747.33711025,34676.77190335441,3.557563620826183,0.024365629023977462
Startup_1062,Fintech,10,4988508322.59,18796932288.318398,17,USA,2003,132.03,22,226750378.29954547,1000000,4988.50832259,18796.932288318396,3.7680466930762093,0.022050679859924285
Startup_1063,SaaS,1,950151788.32,3460518898.477426,16,Singapore,2018,173.16,7,135735969.76000002,100000,9501.5178832,34605.188984774264,3.6420695524828757,0.03683621967589499
Startup_1064,E-commerce,10,3696218297.37,6957983875.776324,45,Germany,2008,175.01,17,217424605.72764707,1000000,3696.21829737,6957.983875776325,1.8824602109478206,0.022996477253651587
Startup_1065,HealthTech,1,4906087766.5,9747354163.535543,11,India,2002,115.25,23,213308163.76086956,100000,49060.877665,97473.54163535543,1.9867875642366055,0.023440265538103272
Startup_1066,EdTech,8,2869520248.25,9308539141.211706,27,Singapore,2013,23.64,12,239126687.35416666,800000,3586.9003103125,11635.673926514633,3.2439356881655024,0.020909418581935946
Startup_1067,Blockchain,5,4798016540.22,8323794286.717791,45,Brazil,2003,75.87,22,218091660.91909093,500000,9596.03308044,16647.58857343558,1.7348406819656619,0.02292614022438452
Startup_1068,Biotech,3,703416676.1,1819136801.895501,13,Singapore,2019,22.87,6,117236112.68333334,300000,2344.722253666667,6063.789339651669,2.586143979385678,0.04264897466794646
Startup_1069,HealthTech,8,4371871461.32,9821283054.95532,22,China,2006,133.43,19,230098497.9642105,800000,5464.83932665,12276.60381869415,2.2464711375548947,0.021729824593542977
Startup_1070,Biotech,5,3858730236.31,13480857973.068811,37,India,2016,86.29,9,428747804.03444445,500000,7717.46047262,26961.71594613762,3.493599486747276,0.011661867309758427
Startup_1071,E-commerce,10,3625516215.78,8343545985.729815,12,USA,2003,126.14,22,164796191.62636364,1000000,3625.51621578,8343.545985729814,2.3013401372788422,0.03034050696593958
Startup_1072,HealthTech,3,557898826.78,2113246968.5882003,16,India,2009,98.94,16,34868676.67375,300000,1859.6627559333333,7044.156561960668,3.787867740796543,0.14339517518208897
Startup_1073,AI,2,2770158653.21,13355568022.18534,34,China,2006,197.25,19,145797823.8531579,200000,13850.793266050001,66777.8401109267,4.821228562742858,0.034294064670236865
Startup_1074,EdTech,10,3174232149.76,9817393545.561346,39,France,2010,170.5,15,211615476.65066668,1000000,3174.23214976,9817.393545561346,3.092840435852692,0.02362776144324247
Startup_1075,EdTech,5,4948565303.37,9267297827.018978,17,Canada,2015,199.71,10,494856530.337,500000,9897.13060674,18534.595654037956,1.8727241652662232,0.010103938603366459
Startup_1076,HealthTech,5,1512062899.96,3564562508.4265933,12,France,2004,133.64,21,72002995.23619048,500000,3024.12579992,7129.125016853187,2.357416816801001,0.0694415556408253
Startup_1077,Fintech,6,2227327018.3,7903301197.33945,27,Singapore,2012,96.65,13,171332847.5615385,600000,3712.211697166667,13172.168662232416,3.5483344530932945,0.02918296211824837
Startup_1078,Fintech,9,3206660426.01,7522519177.743293,13,USA,2013,53.69,12,267221702.16750002,900000,3562.9560289,8358.354641936992,2.34590451696298,0.018711055125552257
Startup_1079,AI,10,1291318486.3,3454222012.5494523,4,Singapore,2012,107.67,13,99332191.25384615,1000000,1291.3184863,3454.2220125494523,2.67495745565201,0.0503361492068806
